deck_url,decklist,popularity,winrate
https://play.limitlesstcg.com/decks/giratina-ex-a2b-darkrai-ex-a2?game=POCKET&format=standard&set=A2b,Pokémon (4): 2 Giratina ex (A2b-35) | Pokémon (4): 2 Darkrai ex (A2-110) | Trainer (16): 2 Professor's Research | Trainer (16): 2 Leaf | Trainer (16): 2 Pokémon Center Lady | Trainer (16): 1 Red | Trainer (16): 1 Sabrina | Trainer (16): 1 Cyrus | Trainer (16): 2 Poké Ball | Trainer (16): 2 Potion | Trainer (16): 2 Giant Cape | Trainer (16): 1 Rocky Helmet,0.20291463234206245,0.5418552849033557
https://play.limitlesstcg.com/decks/gyarados-ex-a1a-manaphy-a2?game=POCKET&format=standard&set=A2b,Pokémon (7): 2 Magikarp (A1a-17) | Pokémon (7): 2 Gyarados ex (A1a-18) | Pokémon (7): 2 Manaphy (A2-50) | Pokémon (7): 1 Origin Forme Palkia (A2a-23) | Trainer (13): 2 Professor's Research | Trainer (13): 2 Misty | Trainer (13): 1 Sabrina | Trainer (13): 1 Mars | Trainer (13): 1 Irida | Trainer (13): 1 Red | Trainer (13): 2 Poké Ball | Trainer (13): 1 Pokémon Communication | Trainer (13): 1 Giant Cape | Trainer (13): 1 Rocky Helmet,0.10563692853972481,0.5314261555806088
https://play.limitlesstcg.com/decks/giratina-ex-a2b-mewtwo-ex-a1?game=POCKET&format=standard&set=A2b,Pokémon (3): 2 Giratina ex (A2b-35) | Pokémon (3): 1 Mewtwo ex (A1-129) | Trainer (17): 2 Professor's Research | Trainer (17): 2 Red | Trainer (17): 1 Sabrina | Trainer (17): 1 Cyrus | Trainer (17): 1 Pokémon Center Lady | Trainer (17): 1 Mars | Trainer (17): 1 Dawn | Trainer (17): 1 Leaf | Trainer (17): 2 Poké Ball | Trainer (17): 2 Potion | Trainer (17): 2 Giant Cape | Trainer (17): 1 Rocky Helmet,0.05755289243971002,0.5141509433962265
https://play.limitlesstcg.com/decks/gallade-ex-a2-hitmonlee-a1?game=POCKET&format=standard&set=A2b,Pokémon (9): 2 Ralts (A2-68) | Pokémon (9): 2 Kirlia (A2-69) | Pokémon (9): 2 Gallade ex (A2-95) | Pokémon (9): 2 Hitmonlee (A1-154) | Pokémon (9): 1 Marshadow (A1a-47) | Trainer (11): 2 Professor's Research | Trainer (11): 2 Cyrus | Trainer (11): 1 Iono | Trainer (11): 1 Red | Trainer (11): 1 Mars | Trainer (11): 2 Poké Ball | Trainer (11): 1 Pokémon Communication | Trainer (11): 1 Rocky Helmet,0.054371948513093654,0.4991364421416235
https://play.limitlesstcg.com/decks/charizard-ex-moltres-ex-a1?game=POCKET&format=standard&set=A2b,Pokémon (9): 2 Charmander (A1-33) | Pokémon (9): 1 Charmeleon (A1-34) | Pokémon (9): 1 Charmeleon (A2b-9) | Pokémon (9): 2 Charizard ex (A1-36) | Pokémon (9): 2 Moltres ex (A1-47) | Pokémon (9): 1 Shaymin (A2a-69) | Trainer (11): 2 Professor's Research | Trainer (11): 1 Sabrina | Trainer (11): 2 Poké Ball | Trainer (11): 2 Potion | Trainer (11): 2 Pokémon Communication | Trainer (11): 1 X Speed | Trainer (11): 1 Giant Cape,0.047418257138629974,0.4905335628227194
https://play.limitlesstcg.com/decks/dialga-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2b,Pokémon (6): 2 Arceus ex (A2a-71) | Pokémon (6): 2 Dialga ex (A2-119) | Pokémon (6): 1 Shaymin (A2-22) | Pokémon (6): 1 Mew ex (A1a-32) | Trainer (14): 2 Leaf | Trainer (14): 2 Professor's Research | Trainer (14): 1 Cyrus | Trainer (14): 1 Red | Trainer (14): 1 Pokémon Center Lady | Trainer (14): 2 Potion | Trainer (14): 2 Poké Ball | Trainer (14): 2 Rocky Helmet | Trainer (14): 1 Giant Cape,0.040760467524781775,0.4623567921440262
https://play.limitlesstcg.com/decks/rampardos-lucario-a2?game=POCKET&format=standard&set=A2b,Pokémon (10): 2 Riolu (A2-91) | Pokémon (10): 2 Lucario (A2-92) | Pokémon (10): 2 Cranidos (A2-88) | Pokémon (10): 2 Rampardos (A2-89) | Pokémon (10): 1 Marshadow (A1a-47) | Pokémon (10): 1 Sudowoodo (A2a-36) | Trainer (10): 2 Professor's Research | Trainer (10): 1 Sabrina | Trainer (10): 1 Cyrus | Trainer (10): 1 Iono | Trainer (10): 2 Skull Fossil | Trainer (10): 2 Poké Ball | Trainer (10): 1 Pokémon Communication,0.03262316910785619,0.4975915221579961
https://play.limitlesstcg.com/decks/magnezone-a2-meowscarada-a2b?game=POCKET&format=standard&set=A2b,Pokémon (12): 2 Sprigatito (A2b-5) | Pokémon (12): 2 Floragato (A2b-6) | Pokémon (12): 2 Meowscarada (A2b-7) | Pokémon (12): 2 Magnemite (A2-51) | Pokémon (12): 2 Magneton (A1-98) | Pokémon (12): 2 Magnezone (A2-53) | Trainer (8): 2 Professor's Research | Trainer (8): 1 Sabrina | Trainer (8): 1 Cyrus | Trainer (8): 1 Red | Trainer (8): 2 Poké Ball | Trainer (8): 1 Giant Cape,0.03084775854416334,0.5198432141107301
https://play.limitlesstcg.com/decks/meowscarada-beedrill-ex-a2b?game=POCKET&format=standard&set=A2b,Pokémon (9): 2 Sprigatito (A2b-5) | Pokémon (9): 2 Floragato (A2b-6) | Pokémon (9): 2 Meowscarada (A2b-7) | Pokémon (9): 1 Weedle (A1-8) | Pokémon (9): 1 Kakuna (A2b-2) | Pokémon (9): 1 Beedrill ex (A2b-3) | Trainer (11): 2 Professor's Research | Trainer (11): 2 Erika | Trainer (11): 2 Red | Trainer (11): 1 Team Rocket Grunt | Trainer (11): 2 Poké Ball | Trainer (11): 1 Pokémon Communication | Trainer (11): 1 Giant Cape,0.029442225181239828,0.4742382271468144
https://play.limitlesstcg.com/decks/weavile-ex-darkrai-ex-a2?game=POCKET&format=standard&set=A2b,Pokémon (6): 2 Sneasel (A2-98) | Pokémon (6): 2 Weavile ex (A2-99) | Pokémon (6): 2 Darkrai ex (A2-110) | Trainer (14): 2 Professor's Research | Trainer (14): 2 Cyrus | Trainer (14): 1 Sabrina | Trainer (14): 1 Leaf | Trainer (14): 1 Red | Trainer (14): 1 Dawn | Trainer (14): 1 Giovanni | Trainer (14): 2 Poké Ball | Trainer (14): 1 Potion | Trainer (14): 2 Giant Cape,0.024042018050007396,0.5053358443188951
